0,1,0,44
0,3,0,31
0,5,0,30
0,7,0,30
0,9,0,31
0,11,0,31
0,13,0,31
0,15,0,31
0,17,0,32
0,19,0,32
0,21,0,32
0,23,0,32
0,25,0,32
0,27,0,32
0,29,0,32
0,31,0,32
0,33,0,32
0,35,0,32
0,37,0,32
0,39,0,32
0,41,0,32
0,43,0,32
0,45,0,41
0,47,0,67
0,49,0,223
0,51,0,643
0,53,0,778
0,55,0,794
0,57,0,815
0,59,0,814
0,61,0,804
0,63,0,784
0,65,0,801
0,67,0,821
0,69,0,816
0,71,0,98
0,73,0,39
0,75,0,32
0,77,0,32
0,79,0,32
0,81,0,32
0,83,0,32
0,85,0,32
0,87,0,32
0,89,0,32
0,91,0,32
0,93,0,32
0,95,0,32
0,97,0,36
0,99,0,49
0,101,0,125
0,103,0,594
0,105,0,812
0,107,0,269
0,109,0,65
0,111,0,37
0,113,0,32
0,115,0,32
0,117,0,32
0,119,0,32
0,121,0,42
0,123,0,44
0,125,0,38
0,127,0,33
0,129,0,32
0,131,0,32
0,133,0,32
0,135,0,32
0,137,0,32
0,139,0,32
0,141,0,32
0,143,0,32
0,145,0,31
0,147,0,31
0,149,0,36
0,1,1,36
0,3,1,150
0,5,1,37
0,7,1,63
0,9,1,722
0,11,1,35
0,13,1,40
0,15,1,44
0,17,1,45
0,19,1,29
0,21,1,30
0,23,1,31
0,25,1,31
0,27,1,32
0,29,1,32
0,31,1,32
0,33,1,32
0,35,1,32
0,37,1,32
0,39,1,32
0,41,1,33
0,43,1,41
0,45,1,79
0,47,1,269
0,49,1,644
0,51,1,756
0,53,1,767
0,55,1,772
0,57,1,776
0,59,1,778
0,61,1,782
0,63,1,786
0,65,1,792
0,67,1,791
0,69,1,85
0,71,1,43
0,73,1,33
0,75,1,39
0,77,1,43
0,79,1,44
0,81,1,35
0,83,1,33
0,85,1,32
0,87,1,32
0,89,1,32
0,91,1,32
0,93,1,32
0,95,1,32
0,97,1,34
0,99,1,47
0,101,1,110
0,103,1,523
0,105,1,788
0,107,1,274
0,109,1,62
0,111,1,37
0,113,1,32
0,115,1,32
0,117,1,32
0,119,1,32
0,121,1,32
0,123,1,32
0,125,1,32
0,127,1,32
0,129,1,32
0,131,1,31
0,133,1,32
0,135,1,32
0,137,1,36
0,139,1,42
0,141,1,44
0,143,1,34
0,145,1,44
0,147,1,44
0,149,1,44
0,1,2,37
0,3,2,55
0,5,2,37
0,7,2,41
0,9,2,733
0,11,2,36
0,13,2,31
0,15,2,31
0,17,2,31
0,19,2,30
0,21,2,30
0,23,2,31
0,25,2,31
0,27,2,31
0,29,2,39
0,31,2,43
0,33,2,44
0,35,2,38
0,37,2,33
0,39,2,32
0,41,2,38
0,43,2,55
0,45,2,165
0,47,2,571
0,49,2,750
0,51,2,768
0,53,2,774
0,55,2,778
0,57,2,782
0,59,2,786
0,61,2,793
0,63,2,799
0,65,2,807
0,67,2,546
0,69,2,59
0,71,2,36
0,73,2,32
0,75,2,32
0,77,2,32
0,79,2,32
0,81,2,32
0,83,2,32
0,85,2,32
0,87,2,32
0,89,2,32
0,91,2,32
0,93,2,37
0,95,2,43
0,97,2,48
0,99,2,58
0,101,2,169
0,103,2,623
0,105,2,791
0,107,2,128
0,109,2,53
0,111,2,34
0,113,2,32
0,115,2,32
0,117,2,32
0,119,2,32
0,121,2,32
0,123,2,32
0,125,2,32
0,127,2,32
0,129,2,32
0,131,2,32
0,133,2,32
0,135,2,32
0,137,2,32
0,139,2,32
0,141,2,32
0,143,2,32
0,145,2,31
0,147,2,31
0,149,2,31
0,1,3,37
0,3,3,38
0,5,3,36
0,7,3,37
0,9,3,735
0,11,3,37
0,13,3,33
0,15,3,32
0,17,3,31
0,19,3,31
0,21,3,30
0,23,3,31
0,25,3,31
0,27,3,32
0,29,3,32
0,31,3,32
0,33,3,32
0,35,3,32
0,37,3,32
0,39,3,34
0,41,3,50
0,43,3,88
0,45,3,374
0,47,3,734
0,49,3,791
0,51,3,783
0,53,3,759
0,55,3,772
0,57,3,785
0,59,3,795
0,61,3,803
0,63,3,811
0,65,3,818
0,67,3,204
0,69,3,53
0,71,3,34
0,73,3,32
0,75,3,32
0,77,3,32
0,79,3,32
0,81,3,32
0,83,3,32
0,85,3,32
0,87,3,32
0,89,3,32
0,91,3,32
0,93,3,32
0,95,3,33
0,97,3,47
0,99,3,93
0,101,3,378
0,103,3,775
0,105,3,236
0,107,3,68
0,109,3,42
0,111,3,38
0,113,3,42
0,115,3,43
0,117,3,34
0,119,3,32
0,121,3,32
0,123,3,31
0,125,3,31
0,127,3,31
0,129,3,31
0,131,3,31
0,133,3,31
0,135,3,31
0,137,3,31
0,139,3,31
0,141,3,31
0,143,3,31
0,145,3,31
0,147,3,30
0,149,3,31
0,1,4,32
0,3,4,36
0,5,4,34
0,7,4,41
0,9,4,709
0,11,4,34
0,13,4,38
0,15,4,40
0,17,4,30
0,19,4,29
0,21,4,30
0,23,4,30
0,25,4,31
0,27,4,31
0,29,4,31
0,31,4,31
0,33,4,31
0,35,4,31
0,37,4,33
0,39,4,46
0,41,4,101
0,43,4,323
0,45,4,708
0,47,4,738
0,49,4,743
0,51,4,746
0,53,4,749
0,55,4,753
0,57,4,756
0,59,4,761
0,61,4,765
0,63,4,771
0,65,4,787
