0,1,0,379
0,6,0,320
0,11,0,662
0,16,0,35
0,21,0,28
0,26,0,28
0,31,0,28
0,36,0,28
0,41,0,28
0,46,0,37
0,51,0,39
0,56,0,433
0,61,0,692
0,66,0,693
0,71,0,67
0,76,0,31
0,81,0,28
0,86,0,28
0,91,0,28
0,96,0,42
0,101,0,490
0,106,0,97
0,111,0,29
0,116,0,28
0,121,0,46
0,126,0,665
0,131,0,319
0,136,0,28
0,141,0,30
0,146,0,27
0,1,1,442
0,6,1,546
0,11,1,31
0,16,1,27
0,21,1,27
0,26,1,27
0,31,1,28
0,36,1,28
0,41,1,28
0,46,1,35
0,51,1,32
0,56,1,166
0,61,1,641
0,66,1,690
0,71,1,688
0,76,1,54
0,81,1,29
0,86,1,28
0,91,1,28
0,96,1,32
0,101,1,188
0,106,1,667
0,111,1,38
0,116,1,62
0,121,1,659
0,126,1,108
0,131,1,37
0,136,1,28
0,141,1,31
0,146,1,27
0,1,2,625
0,6,2,614
0,11,2,31
0,16,2,27
0,21,2,27
0,26,2,28
0,31,2,28
0,36,2,28
0,41,2,28
0,46,2,32
0,51,2,30
0,56,2,71
0,61,2,447
0,66,2,686
0,71,2,689
0,76,2,374
0,81,2,37
0,86,2,28
0,91,2,28
0,96,2,30
0,101,2,128
0,106,2,680
0,111,2,692
0,116,2,694
0,121,2,47
0,126,2,28
0,131,2,34
0,136,2,28
0,141,2,42
0,146,2,27
0,1,3,554
0,6,3,645
0,11,3,31
0,16,3,28
0,21,3,27
0,26,3,28
0,31,3,28
0,36,3,28
0,41,3,28
0,46,3,28
0,51,3,29
0,56,3,51
0,61,3,181
0,66,3,689
0,71,3,704
0,76,3,710
0,81,3,108
0,86,3,30
0,91,3,28
0,96,3,31
0,101,3,134
0,106,3,698
0,111,3,166
0,116,3,29
0,121,3,28
0,126,3,28
0,131,3,32
0,136,3,28
0,141,3,37
0,146,3,27
0,1,4,399
0,6,4,647
0,11,4,31
0,16,4,28
0,21,4,27
0,26,4,28
0,31,4,28
0,36,4,28
0,41,4,28
0,46,4,28
0,51,4,28
0,56,4,42
0,61,4,65
0,66,4,538
0,71,4,674
0,76,4,674
0,81,4,671
0,86,4,96
0,91,4,39
0,96,4,610
0,101,4,711
0,106,4,260
0,111,4,37
0,116,4,28
0,121,4,28
0,126,4,28
0,131,4,27
0,136,4,28
0,141,4,37
0,146,4,27
0,1,5,140
0,6,5,574
0,11,5,31
0,16,5,28
0,21,5,27
0,26,5,28
0,31,5,28
0,36,5,28
0,41,5,28
0,46,5,28
0,51,5,28
0,56,5,37
0,61,5,38
0,66,5,407
0,71,5,622
0,76,5,659
0,81,5,682
0,86,5,706
0,91,5,656
0,96,5,76
0,101,5,591
0,106,5,63
0,111,5,28
0,116,5,28
0,121,5,28
0,126,5,28
0,131,5,28
0,136,5,28
0,141,5,36
0,146,5,27
0,1,6,49
0,6,6,444
0,11,6,31
0,16,6,28
0,21,6,27
0,26,6,28
0,31,6,28
0,36,6,28
0,41,6,28
0,46,6,28
0,51,6,28
0,56,6,33
0,61,6,32
0,66,6,105
0,71,6,521
0,76,6,684
0,81,6,738
0,86,6,764
0,91,6,758
0,96,6,701
0,101,6,253
0,106,6,33
0,111,6,28
0,116,6,28
0,121,6,28
0,126,6,28
0,131,6,28
0,136,6,28
0,141,6,35
0,146,6,27
0,1,7,32
0,6,7,692
0,11,7,32
0,16,7,28
0,21,7,27
0,26,7,28
0,31,7,28
0,36,7,28
0,41,7,28
0,46,7,28
0,51,7,28
0,56,7,28
0,61,7,31
0,66,7,526
0,71,7,712
0,76,7,715
0,81,7,738
0,86,7,718
0,91,7,712
0,96,7,289
0,101,7,39
0,106,7,28
0,111,7,28
0,116,7,28
0,121,7,28
0,126,7,28
0,131,7,28
0,136,7,28
0,141,7,32
0,146,7,27
0,1,8,32
0,6,8,59
0,11,8,31
0,16,8,40
0,21,8,35
0,26,8,29
0,31,8,28
0,36,8,28
0,41,8,28
0,46,8,28
0,51,8,34
0,56,8,502
0,61,8,544
0,66,8,38
0,71,8,99
0,76,8,530
0,81,8,691
0,86,8,692
0,91,8,700
0,96,8,701
0,101,8,34
0,106,8,28
0,111,8,28
0,116,8,28
0,121,8,28
0,126,8,28
0,131,8,28
0,136,8,28
0,141,8,28
0,146,8,27
0,1,9,32
0,6,9,41
0,11,9,32
0,16,9,638
0,21,9,645
0,26,9,638
0,31,9,30
0,36,9,29
0,41,9,37
0,46,9,450
0,51,9,645
0,56,9,32
0,61,9,28
0,66,9,31
0,71,9,52
0,76,9,451
0,81,9,684
0,86,9,688
0,91,9,699
0,96,9,701
0,101,9,46
0,106,9,28
0,111,9,28
0,116,9,28
0,121,9,28
0,126,9,28
0,131,9,28
0,136,9,28
0,141,9,28
0,146,9,27
0,1,10,32
0,6,10,36
0,11,10,588
0,16,10,29
0,21,10,30
0,26,10,42
0,31,10,623
0,36,10,660
0,41,10,648
0,46,10,35
0,51,10,28
0,56,10,29
0,61,10,29
0,66,10,29
0,71,10,37
0,76,10,275
0,81,10,686
0,86,10,694
0,91,10,701
0,96,10,706
0,101,10,52
0,106,10,29
0,111,10,28
0,116,10,28
0,121,10,28
0,126,10,28
0,131,10,28
0,136,10,28
0,141,10,35
0,146,10,27
0,1,11,33
0,6,11,59
0,11,11,618
0,16,11,29
0,21,11,32
0,26,11,211
0,31,11,659
0,36,11,669
0,41,11,674
0,46,11,43
0,51,11,29
0,56,11,36
0,61,11,28
0,66,11,44
0,71,11,258
0,76,11,659
0,81,11,694
0,86,11,701
0,91,11,702
0,96,11,705
0,101,11,51
0,106,11,29
0,111,11,29
0,116,11,28
0,121,11,28
0,126,11,29
0,131,11,33
